bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId,id,rewardsReceiptItemList_barcode,rewardsReceiptItemList_description,rewardsReceiptItemList_finalPrice,rewardsReceiptItemList_itemPrice,rewardsReceiptItemList_needsFetchReview,rewardsReceiptItemList_partnerItemId,rewardsReceiptItemList_preventTargetGapPoints,rewardsReceiptItemList_quantityPurchased,rewardsReceiptItemList_userFlaggedBarcode,rewardsReceiptItemList_userFlaggedNewItem,rewardsReceiptItemList_userFlaggedPrice,rewardsReceiptItemList_userFlaggedQuantity,rewardsReceiptItemList_originalMetaBriteBarcode,rewardsReceiptItemList_originalMetaBriteDescription,rewardsReceiptItemList_pointsNotAwardedReason,rewardsReceiptItemList_pointsPayerId,rewardsReceiptItemList_rewardsGroup,rewardsReceiptItemList_rewardsProductPartnerId,rewardsReceiptItemList_brandCode,rewardsReceiptItemList_competitorRewardsGroup,rewardsReceiptItemList_discountedItemPrice,rewardsReceiptItemList_originalReceiptItemText,rewardsReceiptItemList_itemNumber,rewardsReceiptItemList_needsFetchReviewReason,rewardsReceiptItemList_originalMetaBriteQuantityPurchased,rewardsReceiptItemList_pointsEarned,rewardsReceiptItemList_targetPrice,rewardsReceiptItemList_competitiveProduct,rewardsReceiptItemList_userFlaggedDescription,rewardsReceiptItemList_deleted,rewardsReceiptItemList_priceAfterCoupon,rewardsReceiptItemList_metabriteCampaignId
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611198621000,1611198621000,1611198988000.0,1611199040000,1611198988000.0,986.5,1611100800000.0,14.0,"{'barcode': '815473013279', 'brandCode': 'BORDEN', 'description': 'Borden 2% Reduced Fat Milk', 'discountedItemPrice': '4.07', 'finalPrice': '4.07', 'itemPrice': '4.07', 'originalReceiptItemText': 'BORDEN 2% MILK, 1/2 GAL', 'partnerItemId': '1017', 'quantityPurchased': 1}",FINISHED,58.76,6008f02fb6310511daa4f314,6008f09d0a720f05fa000128,815473013279,Borden 2% Reduced Fat Milk,4.07,4.07,,1017,,1.0,,,,,,,,,,,BORDEN,,4.07,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
45.0,COMPLETE_PARTNER_RECEIPT,1611237466000,1611237466000,1611237467000.0,1611237467000,1611237467000.0,50.0,1611151066000.0,1.0,"{'barcode': '044700024119', 'description': 'OSCAR MAYER Lunchable Extra Cheesy Pizza 4.2 oz', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'LUNCHABLES LUNCH COMBINATIONS - TRAY', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.0,54943462e4b07e684157a532,6009885a0a7214ad89000129,044700024119,OSCAR MAYER Lunchable Extra Cheesy Pizza 4.2 oz,1,1,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,LUNCHABLES LUNCH COMBINATIONS - TRAY,559c2234e4b06aca36af13c6,,,,,,,,5.0,800,,,,,
5.0,All-receipts receipt bonus,1611237528000,1611237528000,1611237528000.0,1611237528000,1611237528000.0,5.0,1611151128000.0,1.0,"{'barcode': '028400081382', 'competitiveProduct': True, 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'OLD EL PASO SAUCE', 'rewardsProductPartnerId': '5332f5f3e4b03c9a25efd0ae'}",FINISHED,10.0,600987d77d983a11f63cfa92,600988980a7214ad89000130,028400081382,,10,10,,1,,1.0,,,,,,,,,OLD EL PASO SAUCE,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,True,,,,
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611237520000,1611237520000,1611237521000.0,1611237521000,1611237521000.0,100.0,1611237520000.0,1.0,"{'barcode': '021000046904', 'description': 'KRAFT HEINZ TACO BELL REGULAR EXTRA HOT TACO SAUCE 7.5 OZ - 0021000046901', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,9.99,600987d77d983a11f63cfa92,600988900a7214ad8900012e,021000046904,KRAFT HEINZ TACO BELL REGULAR EXTRA HOT TACO SAUCE 7.5 OZ - 0021000046901,9.99,9.99,,1,,1.0,,,,,,,,,,5e825d64f221c312e698a62a,,,,,,,,,,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611243705000,1611243705000,1611243730000.0,1611243743000,1611243730000.0,583.4,1611187200000.0,10.0,"{'barcode': '076840100354', 'brandCode': 'BEN AND JERRYS', 'description': 'BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351', 'discountedItemPrice': '8.34', 'finalPrice': '8.34', 'itemPrice': '8.34', 'metabriteCampaignId': 'BEN AND JERRYS ICE CREAM', 'originalReceiptItemText': 'BEN & JERRY S CHUNKY MONKEY PINT', 'partnerItemId': '1010', 'pointsEarned': '83.4', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 2, 'rewardsGroup': 'BEN AND JERRYS ICE CREAM', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,28.34,60099c1450b33111fd61f702,6009a0b90a7214ada2000001,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,8.34,8.34,,1010,,2.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS,,8.34,BEN & JERRY S CHUNKY MONKEY PINT,,,,83.4,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611242556000,1611242556000,1611242917000.0,1611243070000,1611242917000.0,4480.5,1611187200000.0,341.0,"{'barcode': '012000809941', 'brandCode': 'PEPSI', 'description': 'REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ', 'discountedItemPrice': '5.72', 'finalPrice': '5.72', 'itemPrice': '5.72', 'metabriteCampaignId': 'PEPSI 12 OZ 12 PACK', 'originalReceiptItemText': 'PEPSI COLA, 12 OZ.CAN', 'partnerItemId': '1009', 'pointsNotAwardedReason': 'Action not allowed for user and CPG', 'pointsPayerId': '5332f5fbe4b03c9a25efd0ba', 'quantityPurchased': 4, 'rewardsGroup': 'PEPSI 12 OZ 12 PACK', 'rewardsProductPartnerId': '5332f5fbe4b03c9a25efd0ba'}",FINISHED,1083.24,60099c1450b33111fd61f702,60099c3c0a7214ad89000135,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.72,5.72,,1009,,4.0,,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,PEPSI,,5.72,"PEPSI COLA, 12 OZ.CAN",,,,,,,,,,PEPSI 12 OZ 12 PACK
,,1611199271000,1611199271000,,1611199314000,,,,1.0,"{'description': 'ONIONS SHALL SHALLOTS ONIONS', 'discountedItemPrice': '0.16', 'finalPrice': '0.16', 'itemPrice': '0.16', 'originalReceiptItemText': 'ONIONS SHALL SHALLOTS ONIONS', 'partnerItemId': '1020', 'quantityPurchased': 1}",FLAGGED,0.16,6008f02fb6310511daa4f314,6008f3270a720f05fa00012a,,ONIONS SHALL SHALLOTS ONIONS,0.16,0.16,,1020,,1.0,,,,,,,,,,,,,0.16,ONIONS SHALL SHALLOTS ONIONS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611261740000,1611261740000,1611262062000.0,1611262191000,1611262062000.0,3379.9,1611187200000.0,229.0,"{'barcode': '012000809941', 'brandCode': 'PEPSI', 'description': 'REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ', 'discountedItemPrice': '2.14', 'finalPrice': '2.14', 'itemPrice': '2.14', 'metabriteCampaignId': 'PEPSI 12 OZ 12 PACK', 'originalReceiptItemText': 'PEPSI COLA, 12 OZ.CAN', 'partnerItemId': '1008', 'pointsNotAwardedReason': 'Action not allowed for user and CPG', 'pointsPayerId': '5332f5fbe4b03c9a25efd0ba', 'quantityPurchased': 2, 'rewardsGroup': 'PEPSI 12 OZ 12 PACK', 'rewardsProductPartnerId': '5332f5fbe4b03c9a25efd0ba'}",FINISHED,728.73,6009e60450b3311194385009,6009e72c0a720f0535000003,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.14,2.14,,1008,,2.0,,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,PEPSI,,2.14,"PEPSI COLA, 12 OZ.CAN",,,,,,,,,,PEPSI 12 OZ 12 PACK
,,1611237537000,1611237537000,1611237538000.0,1611237538000,1611237538000.0,250.0,1610949600000.0,5.0,"{'barcode': '029000074361', 'description': 'PLANTERS Salted Cashews - 3oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'PLANTERS CASHEWS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,49.95,600987d77d983a11f63cfa92,600988a10a720f05fa000131,029000074361,PLANTERS Salted Cashews - 3oz,9.99,9.99,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,,,,,,,,50.0,800,,,,,
,,1611267449450,1611267449450,,1611267449450,,,,,,SUBMITTED,,6009fd1550b33111943850b1,6009fd790a720f0535000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611237511000,1611237511000,1611237512000.0,1611237512000,1611237512000.0,323.6,1611151111000.0,4.0,"{'barcode': '043000061732', 'description': 'GEVALIA Brazilian Estates Regular Ground Coffee 8 OZ Bag', 'finalPrice': '4.66', 'itemPrice': '4.66', 'partnerItemId': '1', 'pointsEarned': '23.6', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 4, 'rewardsGroup': 'GEVALIA KAFFE GROUND COFFEE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,4.66,600987d77d983a11f63cfa92,600988870a7214ad8900012c,043000061732,GEVALIA Brazilian Estates Regular Ground Coffee 8 OZ Bag,4.66,4.66,,1,,4.0,,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE GROUND COFFEE,559c2234e4b06aca36af13c6,,,,,,,,23.6,800,,,,,
5.0,All-receipts receipt bonus,1611237534000,1611237534000,1611237534000.0,1611237534000,1611237534000.0,5.0,1611151134000.0,1.0,"{'barcode': '021000068036', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.0,600987d77d983a11f63cfa92,6009889e0a720f05fa000130,021000068036,,1,1,,1,,1.0,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611237448000,1611237448000,1611237450000.0,1611237450000,1611237450000.0,750.0,1610776800000.0,5.0,"{'barcode': '686924291290', 'description': 'ITEM NOT FOUND', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,49.95,600987d77d983a11f63cfa92,600988480a720f05fa00012b,686924291290,ITEM NOT FOUND,9.99,9.99,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611237468000,1611237468000,1611237469000.0,1611237469000,1611237469000.0,750.0,1611151068000.0,1.0,"{'barcode': '025800000159', 'description': 'SMART MADE Thai-Style Chicken & Vegetables 10 oz. Box', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.0,6009885c50b33111fd61eee9,6009885c0a7214ad8900012a,025800000159,SMART MADE Thai-Style Chicken & Vegetables 10 oz. Box,1,1,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611237461000,1611237461000,1611237461000.0,1611237461000,1611237461000.0,750.0,1611151061000.0,1.0,"{'barcode': '021000633609', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.0,600988557d983a11f63d08ef,600988550a720f05fa00012e,021000633609,,1,1,,1,,1.0,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
5.0,All-receipts receipt bonus,1611237457000,1611237457000,1611237458000.0,1611237458000,1611237458000.0,5.0,1610114257000.0,1.0,"{'barcode': '022174070214', 'description': 'CJN INJ & LSN GLD GRLN KIT BOX 1 CT', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.0,54943462e4b07e684157a532,600988510a720f05fa00012c,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
,,1611196950660,1611196950660,,1611196950660,,,,,,SUBMITTED,,6008e9cdb6310511daa4f2e4,6008ea160a720f05fa000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611241132000,1611241132000,1611241885000.0,1611242168000,1611241885000.0,6257.3,1610841600000.0,348.0,"{'barcode': '012000809941', 'brandCode': 'PEPSI', 'description': 'REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ', 'discountedItemPrice': '3.92', 'finalPrice': '3.92', 'itemPrice': '3.92', 'metabriteCampaignId': 'PEPSI 12 OZ 12 PACK', 'originalReceiptItemText': 'PEPSI COLA, 12 OZ.CAN', 'partnerItemId': '1006', 'pointsNotAwardedReason': 'Action not allowed for user and CPG', 'pointsPayerId': '5332f5fbe4b03c9a25efd0ba', 'quantityPurchased': 4, 'rewardsGroup': 'PEPSI 12 OZ 12 PACK', 'rewardsProductPartnerId': '5332f5fbe4b03c9a25efd0ba'}",FINISHED,1198.68,6009969150b33111fd61f6d9,600996ac0a720f05fa000134,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,3.92,3.92,,1006,,4.0,,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,PEPSI,,3.92,"PEPSI COLA, 12 OZ.CAN",,,,,,,,,,PEPSI 12 OZ 12 PACK
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611347146000,1611347146000,1611347747000.0,1611347841000,1611347747000.0,750.0,1611273600000.0,157.0,"{'description': ""BEN & JERRY' S CHUNKY MONKEY PINT"", 'discountedItemPrice': '14.01', 'finalPrice': '14.01', 'itemPrice': '14.01', 'originalReceiptItemText': ""BEN & JERRY' S CHUNKY MONKEY PINT"", 'partnerItemId': '1006', 'quantityPurchased': 3}",FINISHED,816.21,600b349550b3311194385600,600b34ca0a7214ada200000c,,BEN & JERRY' S CHUNKY MONKEY PINT,14.01,14.01,,1006,,3.0,,,,,,,,,,,,,14.01,BEN & JERRY' S CHUNKY MONKEY PINT,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611345366000,1611345366000,1611345694000.0,1611345830000,1611345694000.0,2497.7,1611273600000.0,109.0,"{'barcode': '076840100354', 'brandCode': 'BEN AND JERRYS', 'description': 'BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351', 'discountedItemPrice': '14.01', 'finalPrice': '14.01', 'itemPrice': '14.01', 'metabriteCampaignId': 'BEN AND JERRYS ICE CREAM', 'originalReceiptItemText': ""BEN & JERRY' S CHUNKY MONKEY PINT"", 'partnerItemId': '1009', 'pointsEarned': '140.1', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 3, 'rewardsGroup': 'BEN AND JERRYS ICE CREAM', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,409.75,600b2d7a50b33111943855cb,600b2dd60a7214ada200000b,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,14.01,14.01,,1009,,3.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS,,14.01,BEN & JERRY' S CHUNKY MONKEY PINT,,,,140.1,,,,,,BEN AND JERRYS ICE CREAM
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611333606000,1611333606000,1611333622000.0,1611333632000,1611333622000.0,250.0,1611273600000.0,21.0,"{'brandCode': 'BLUE DIAMOND', 'description': 'BLDM NUT THINS', 'discountedItemPrice': '3.59', 'finalPrice': '3.59', 'itemPrice': '3.59', 'originalReceiptItemText': 'BLDM NUT THINS', 'partnerItemId': '1017', 'quantityPurchased': 1}",FINISHED,83.85,600afb2a7d983a124e9aded0,600affe60a7214ada2000009,,BLDM NUT THINS,3.59,3.59,,1017,,1.0,,,,,,,,,,,BLUE DIAMOND,,3.59,BLDM NUT THINS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611274892000,1611274892000,1611275413000.0,1611275464000,1611275413000.0,1178.7,1611187200000.0,214.0,"{'barcode': '041000022623', 'brandCode': 'KNORR', 'description': 'KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624', 'discountedItemPrice': '7.48', 'finalPrice': '7.48', 'itemPrice': '7.48', 'metabriteCampaignId': 'KNORR SIDES', 'originalReceiptItemText': 'KNORR CREAMY CHICKEN', 'partnerItemId': '1011', 'pointsEarned': '74.8', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 4, 'rewardsGroup': 'KNORR SIDES', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,1183.1,600a1a457d983a124e9adb9b,600a1a8d0a7214ada2000008,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,7.48,7.48,,1011,,4.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,KNORR,,7.48,KNORR CREAMY CHICKEN,,,,74.8,,,,,,KNORR SIDES
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611333398000,1611333398000,1611333421000.0,1611333433000,1611333421000.0,500.0,1611273600000.0,0.0,,FINISHED,0.0,600afb2a7d983a124e9aded0,600aff160a720f053500000c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611332569000,1611332569000,1611333046000.0,1611333120000,1611333046000.0,1447.0,1610668800000.0,122.0,"{'description': 'EMIL S SAUSAGE MUSHROOM PIZZA', 'discountedItemPrice': '6.89', 'finalPrice': '6.89', 'itemPrice': '6.89', 'originalReceiptItemText': 'EMIL S SAUSAGE MUSHROOM PIZZA', 'partnerItemId': '1017', 'quantityPurchased': 1}",FINISHED,769.4,600afb2a7d983a124e9aded0,600afbd90a720f053500000b,,EMIL S SAUSAGE MUSHROOM PIZZA,6.89,6.89,,1017,,1.0,,,,,,,,,,,,,6.89,EMIL S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611350539000,1611350539000,1611351137000.0,1611351324000,1611351137000.0,1729.5,1611273600000.0,133.0,"{'barcode': '076840100354', 'brandCode': 'BEN AND JERRYS', 'description': 'BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351', 'discountedItemPrice': '14.01', 'finalPrice': '14.01', 'itemPrice': '14.01', 'metabriteCampaignId': 'BEN AND JERRYS ICE CREAM', 'originalReceiptItemText': ""BEN & JERRY' S CHUNKY MONKEY PINT"", 'partnerItemId': '1006', 'pointsEarned': '140.1', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 3, 'rewardsGroup': 'BEN AND JERRYS ICE CREAM', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,661.41,600b41d050b3311194385655,600b420b0a7214ada200000d,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,14.01,14.01,,1006,,3.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS,,14.01,BEN & JERRY' S CHUNKY MONKEY PINT,,,,140.1,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611331631000,1611331631000,1611331860000.0,1611331934000,1611331860000.0,1476.2,1611273600000.0,124.0,"{'description': ""EMIL' S SAUSAGE MUSHROOM PIZZA"", 'discountedItemPrice': '13.50', 'finalPrice': '13.50', 'itemPrice': '13.50', 'originalReceiptItemText': ""EMIL' S SAUSAGE MUSHROOM PIZZA"", 'partnerItemId': '1011', 'quantityPurchased': 2}",FINISHED,612.1,600af8097d983a124e9adeb3,600af82f0a720f053500000a,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.50,13.50,,1011,,2.0,,,,,,,,,,,,,13.50,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611348470000,1611348470000,1611349100000.0,1611349233000,1611349100000.0,1708.0,1611273600000.0,133.0,"{'barcode': '076840100354', 'brandCode': 'BEN AND JERRYS', 'description': 'BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351', 'discountedItemPrice': '14.01', 'finalPrice': '14.01', 'itemPrice': '14.01', 'metabriteCampaignId': 'BEN AND JERRYS ICE CREAM', 'originalReceiptItemText': ""BEN & JERRY' S CHUNKY MONKEY PINT"", 'partnerItemId': '1006', 'pointsEarned': '140.1', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 3, 'rewardsGroup': 'BEN AND JERRYS ICE CREAM', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,716.5,600b39ce50b331119438562a,600b39f60a720f053500000e,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,14.01,14.01,,1006,,3.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS,,14.01,BEN & JERRY' S CHUNKY MONKEY PINT,,,,140.1,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611338653000,1611338653000,1611339287000.0,1611339373000,1611339287000.0,1077.5,1611273600000.0,159.0,"{'barcode': '053000069867', 'brandCode': 'BORDEN', 'description': 'BORDEN REFRIGERATED REGULAR MONTEREY JACK CHEESE SLICED REGULAR FAT 6 OZ - 0053000069861', 'discountedItemPrice': '4.53', 'finalPrice': '4.53', 'itemPrice': '4.53', 'originalReceiptItemText': 'BORDEN 29 N ILK, 1/2 GAL', 'partnerItemId': '1011', 'quantityPurchased': 1, 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,935.14,600b00687d983a124e9adef9,600b139e0a7214ada200000a,053000069867,BORDEN REFRIGERATED REGULAR MONTEREY JACK CHEESE SLICED REGULAR FAT 6 OZ - 0053000069861,4.53,4.53,,1011,,1.0,,,,,,,,,,5e825d64f221c312e698a62a,BORDEN,,4.53,"BORDEN 29 N ILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1135.1,1611187200000.0,196.0,"{'barcode': '815473013279', 'brandCode': 'BORDEN', 'description': 'Borden 2% Reduced Fat Milk', 'discountedItemPrice': '4.29', 'finalPrice': '4.29', 'itemPrice': '4.29', 'originalReceiptItemText': 'BORDEN 2% MILK, 1/2 GAL', 'partnerItemId': '1013', 'quantityPurchased': 1}",FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,815473013279,Borden 2% Reduced Fat Milk,4.29,4.29,,1013,,1.0,,,,,,,,,,,BORDEN,,4.29,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1611376302000,1611376302000,1611376768000.0,1611376907000,1611376768000.0,1044.3,1611273600000.0,136.0,"{'barcode': '076840100354', 'brandCode': 'BEN AND JERRYS', 'description': 'BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351', 'discountedItemPrice': '18.44', 'finalPrice': '18.44', 'itemPrice': '18.44', 'metabriteCampaignId': 'BEN AND JERRYS ICE CREAM', 'originalReceiptItemText': 'BEN & JERRY S CHUNKY MONKEY PINT', 'partnerItemId': '1006', 'pointsEarned': '184.4', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 4, 'rewardsGroup': 'BEN AND JERRYS ICE CREAM', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}",FINISHED,1107.82,600ba68e7d983a124e9ae1d3,600ba6ae0a7214ada2000010,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,18.44,18.44,,1006,,4.0,,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS,,18.44,BEN & JERRY S CHUNKY MONKEY PINT,,,,184.4,,,,,,BEN AND JERRYS ICE CREAM
